NIK,NIK_valid,biometric_flag,age,gender,provider_id,diagnosis_code,procedure_code,num_diagnoses,num_procedures,length_of_stay,total_claim_amount,service_date,claim_date,verification_method,tarif_standar_diagnosis,diagnosis_cost_ratio
4693723671941790,1,1,55,F,RS010,N39.0,57.94,2,1,1,2686768,2024-10-12,2025-06-19,manual,2200000,1.2212581818181818
7926264611846985,0,1,66,M,RS009,Z00.0,93.99,3,3,0,2771678,2024-08-03,2025-06-19,auto,700000,3.95954
8344414157880930,1,1,17,F,RS001,I10,99.04,3,2,2,1309696,2024-06-01,2025-06-19,auto,2000000,0.654848
6772259978251224,0,1,69,F,RS009,K21.0,45.16,2,4,1,1937082,2024-10-05,2025-06-19,auto,1400000,1.38363
8054090674153817,1,0,62,M,RS001,H25.9,13.5,2,2,0,9599065,2024-11-23,2025-06-19,manual,7500000,1.2798753333333333
1816161180528659,1,1,51,F,RS010,E66.9,99.28,1,2,1,602291,2025-05-20,2025-06-19,auto,1000000,0.602291
1420379125048778,0,1,40,M,RS001,O80,72.0,2,1,1,5532840,2025-06-20,2025-06-22,manual,3500000,1.5808114285714285
2857095073058460,1,0,90,M,RS002,E11,99.10,2,3,2,9869379,2024-12-28,2025-06-19,auto,2500000,3.9477516
4281208182104094,1,1,47,F,RS003,R10.4,45.23,1,1,0,6128551,2025-05-27,2025-06-19,manual,1200000,5.107125833333333
9240270630048667,1,0,39,M,RS001,R50.9,99.19,2,2,0,2571357,2024-10-21,2025-06-19,auto,1000000,2.571357
8247383488180687,1,1,28,M,RS009,A09,45.23,3,2,0,6223946,2025-06-17,2025-06-20,auto,1300000,4.787650769230769
5713917649111565,1,0,22,F,RS004,J00,93.9,1,3,0,3817651,2024-05-02,2025-06-20,manual,500000,7.635302
4034664349725082,1,1,2,F,RS003,K29.7,45.16,1,4,0,4457389,2025-02-05,2025-06-20,manual,1700000,2.621993529411765
8898787858128776,1,1,83,M,RS004,I10,99.04,2,3,2,9774805,2024-12-02,2025-06-20,manual,2000000,4.8874025
2381821715702997,1,1,23,F,RS003,K21.0,45.16,3,3,2,4018862,2025-05-29,2025-06-20,auto,1400000,2.8706157142857145
3939959990377015,0,0,13,F,RS003,I10,99.04,3,2,3,2270645,2025-03-07,2025-06-20,auto,2000000,1.1353225
3360391963575311,0,1,28,F,RS001,J00,93.9,3,1,0,3644471,2024-11-27,2025-06-20,auto,500000,7.288942
1201398862894144,1,1,74,F,RS002,R50.9,99.19,1,2,0,2396225,2024-04-11,2025-06-20,auto,1000000,2.396225
7121054973544890,0,1,35,M,RS004,R10.4,45.23,1,1,0,2556060,2024-07-04,2025-06-20,auto,1200000,2.13005
6340037842034656,0,1,58,F,RS004,I25.1,99.24,2,3,5,9377245,2024-10-26,2025-06-20,auto,5000000,1.875449
2673426467034379,1,0,37,M,RS005,Z34.0,73.0,3,1,4,8014237,2025-04-08,2025-06-20,manual,800000,10.01779625
4659131653908156,1,0,58,F,RS004,M54.5,93.39,1,1,0,8573373,2024-10-10,2025-06-20,manual,1800000,4.762985
1710127384618966,1,0,38,M,RS007,A09,45.23,1,3,1,2259233,2024-05-10,2025-06-21,manual,1300000,1.7378715384615384
3634853207244082,0,1,28,M,RS007,K21.0,45.16,2,2,1,5943350,2024-12-05,2025-06-21,manual,1400000,4.24525
6934901989164228,1,1,26,M,RS004,Z34.0,73.0,3,4,2,1719801,2025-05-21,2025-06-21,manual,800000,2.14975125
4925824115009407,1,1,46,M,RS008,I25.1,36.15,2,2,3,3008403,2024-01-18,2025-06-21,manual,5000000,0.6016806
0445117992311393,1,0,89,M,RS010,K29.7,45.16,3,2,2,2220972,2024-12-18,2025-06-21,manual,1700000,1.3064541176470588
6672381129694723,1,1,8,F,RS007,M54.5,93.39,3,4,1,5326674,2024-09-14,2025-06-21,auto,1800000,2.9592633333333334
2670287680681170,1,1,43,M,RS004,Z34.0,73.0,1,1,3,2289484,2024-10-05,2025-06-21,auto,800000,2.861855
3441134935642077,1,1,59,F,RS004,J18.9,93.94,1,4,0,6176380,2024-10-05,2025-06-21,auto,4200000,1.4705666666666666
2467885337565752,0,1,14,M,RS003,I25.1,36.15,2,4,3,6155978,2024-10-07,2025-06-21,manual,5000000,1.2311956
7504474934637120,1,0,58,F,RS005,J45.9,93.96,1,2,2,2459112,2024-10-18,2025-06-21,manual,2300000,1.0691791304347826
5335053585479344,1,0,4,F,RS010,H25.9,13.1,3,4,0,8666169,2024-02-20,2025-06-21,auto,7500000,1.1554892
3179651798346382,1,1,28,M,RS005,I25.1,36.15,2,3,2,1881532,2025-05-21,2025-06-21,manual,5000000,0.3763064
1472002978083637,1,1,20,M,RS004,M54.5,93.39,1,3,0,5052668,2024-03-02,2025-06-21,manual,1800000,2.807037777777778
7618120138254049,1,1,58,F,RS009,H25.9,13.5,2,3,1,8689413,2025-01-03,2025-06-21,auto,7500000,1.1585884
3711892690086766,1,1,73,M,RS004,J18.9,96.04,3,1,1,7801631,2025-03-20,2025-06-21,manual,4200000,1.8575311904761904
0260762035188301,1,0,53,M,RS008,Z34.0,73.0,3,4,4,2916920,2024-08-19,2025-06-21,auto,800000,3.64615
8999781406121512,0,1,18,F,RS010,E66.9,99.28,1,4,1,3054783,2024-09-05,2025-06-21,auto,1000000,3.054783
0140430681574890,1,1,44,M,RS006,J00,93.9,1,2,1,2075352,2025-01-18,2025-06-21,manual,500000,4.150704
5004475421880959,1,1,76,F,RS003,I25.1,36.15,2,3,1,1324009,2024-03-04,2025-06-23,manual,5000000,0.2648018
7592529427228462,0,0,22,M,RS004,I25.1,36.15,1,2,3,3199178,2024-12-02,2025-06-23,manual,5000000,0.6398356
8890458572613811,0,1,44,F,RS001,J00,93.9,3,4,0,2533817,2025-01-13,2025-06-23,auto,500000,5.067634
6663496472719317,1,0,75,F,RS008,N39.0,57.94,2,4,1,5408000,2024-01-25,2025-06-23,auto,2200000,2.458181818181818
7948698175419963,1,1,74,M,RS005,H25.9,13.5,2,4,0,4621474,2025-05-17,2025-06-23,manual,7500000,0.6161965333333334
7440475448768975,1,1,11,F,RS004,Z00.0,93.99,2,4,0,3134514,2025-04-02,2025-06-23,auto,700000,4.4778771428571424
9369774358721116,1,0,80,F,RS008,N39.0,57.94,3,4,0,8227431,2024-01-24,2025-06-23,manual,2200000,3.7397413636363637
9574164019195810,0,1,89,F,RS003,K29.7,45.16,3,4,2,8257559,2025-03-19,2025-06-23,manual,1700000,4.8573876470588235
1160171643855747,1,1,73,F,RS001,I10,99.04,2,3,3,2747630,2025-05-10,2025-06-23,manual,2000000,1.373815
5812723090310377,1,0,63,M,RS010,E66.9,99.28,3,1,0,9857303,2025-05-14,2025-06-23,manual,1000000,9.857303
1361776136193140,1,1,44,M,RS008,Z00.0,93.99,3,3,1,3974994,2024-01-22,2025-06-23,auto,700000,5.6785628571428575
2487246069945422,1,1,61,M,RS004,I10,99.04,2,2,4,6463678,2025-05-02,2025-06-23,auto,2000000,3.231839
3441352247702737,1,0,39,M,RS006,J00,93.9,3,4,1,2743227,2025-04-09,2025-06-23,manual,500000,5.486454
7626748403754406,1,1,43,F,RS001,Z34.0,73.0,3,3,2,831353,2025-04-30,2025-06-23,manual,800000,1.03919125
9936675200751207,0,1,84,M,RS003,K29.7,45.16,3,4,0,8894982,2024-05-10,2025-06-23,manual,1700000,5.232342352941177
4386001189206967,0,1,67,F,RS004,O80,72.0,2,2,4,2968979,2024-08-28,2025-06-23,manual,3500000,0.8482797142857142
5875096461777870,1,1,38,F,RS007,I10,99.04,3,2,1,8414274,2024-02-28,2025-06-23,manual,2000000,4.207137
9963081688936337,1,1,29,F,RS006,J18.9,96.04,2,1,0,9302689,2024-05-16,2025-06-23,manual,4200000,2.2149259523809524
6118312882326426,1,1,45,F,RS004,J18.9,96.04,1,1,1,9551313,2024-04-25,2025-06-23,manual,4200000,2.2741221428571428
7947417475230811,0,1,77,F,RS001,K29.7,45.16,3,2,0,6432512,2025-01-22,2025-06-24,manual,1700000,3.7838305882352943
1519432455983487,0,0,41,F,RS005,O80,72.0,1,2,4,8245085,2025-04-26,2025-06-24,auto,3500000,2.3557385714285712
3863396820447890,1,1,10,F,RS006,Z00.0,93.99,3,2,0,1972075,2025-06-27,2025-06-29,manual,700000,2.81725
8259449936742787,1,1,72,M,RS004,K29.7,45.16,1,4,1,7114362,2025-03-21,2025-06-24,auto,1700000,4.1849188235294115
6298405903376682,1,1,80,M,RS007,N39.0,57.98,1,2,3,2663156,2025-05-24,2025-06-24,auto,2200000,1.2105254545454545
4813161534313995,1,1,86,F,RS002,Z34.0,73.0,3,1,1,6367174,2024-12-06,2025-06-24,manual,800000,7.9589675
8903231696484346,1,0,72,F,RS010,K21.0,45.16,2,4,0,3730166,2024-08-20,2025-06-24,auto,1400000,2.664404285714286
4070916106914059,1,1,8,F,RS001,R10.4,87.09,3,4,0,2569865,2025-05-20,2025-06-24,manual,1200000,2.141554166666667
7487553448839459,0,1,39,F,RS003,Z00.0,93.99,1,1,0,4493071,2024-07-27,2025-06-24,auto,700000,6.418672857142857
3729451114764061,1,0,12,F,RS001,H25.9,13.1,2,2,0,9037285,2025-05-14,2025-06-24,manual,7500000,1.2049713333333334
2678864573794008,1,1,51,M,RS009,R50.9,99.19,2,1,0,3227442,2025-06-10,2025-06-24,auto,1000000,3.227442
1717134770253599,1,1,30,F,RS002,K29.7,45.16,3,2,1,7772414,2025-02-27,2025-06-24,manual,1700000,4.572008235294118
0868474297688900,1,1,69,F,RS007,J45.9,93.96,3,2,0,2244350,2024-11-13,2025-06-24,auto,2300000,0.9758043478260869
9637808046560203,1,1,81,M,RS004,H25.9,13.5,2,3,1,7412492,2025-06-07,2025-06-24,auto,7500000,0.9883322666666666
5575277090222754,0,1,9,F,RS006,K21.0,45.16,3,3,2,1268554,2024-01-25,2025-06-24,auto,1400000,0.90611
0507761649408367,0,1,3,M,RS008,K29.7,45.16,3,1,2,6843195,2024-01-26,2025-06-24,auto,1700000,4.025408823529411
7093224511249540,0,1,22,M,RS006,I10,99.04,3,4,2,2432300,2025-05-24,2025-06-24,manual,2000000,1.21615
4312680510853371,1,0,76,F,RS008,H25.9,13.4,2,1,0,7874142,2025-02-05,2025-06-24,auto,7500000,1.0498856
7890400095329355,0,1,43,F,RS002,Z34.0,73.0,2,2,2,3807540,2024-06-06,2025-06-24,auto,800000,4.759425
3935392790190888,1,1,75,M,RS009,Z03.8,93.91,2,3,0,3362731,2024-05-29,2025-06-24,manual,1200000,2.8022758333333333
6420984215886340,0,1,87,M,RS008,M54.5,93.39,1,2,1,8527918,2025-04-05,2025-06-24,auto,1800000,4.737732222222222
8809201840936143,1,1,73,M,RS004,I25.1,99.24,3,1,3,4433559,2025-01-20,2025-06-24,manual,5000000,0.8867118
7863300374732271,1,1,31,F,RS001,Z00.0,93.99,2,3,1,1685293,2025-05-27,2025-06-24,manual,700000,2.4075614285714284
8086989462965946,1,1,76,F,RS001,J18.9,93.94,3,4,0,9104160,2025-05-10,2025-06-25,auto,4200000,2.1676571428571427
3293263389821759,1,1,41,M,RS009,Z00.0,93.99,3,2,0,1022486,2024-12-09,2025-06-25,manual,700000,1.4606942857142857
6350804304016749,0,1,30,M,RS009,Z00.0,93.99,2,2,0,7165971,2025-01-10,2025-06-25,manual,700000,10.237101428571428
2467885337565752,0,1,14,M,RS003,I10,99.04,3,4,3,3111866,2025-04-02,2025-06-25,auto,2000000,1.555933
4973829775419812,0,1,25,M,RS005,N39.0,57.98,1,3,1,5545036,2024-12-03,2025-06-25,manual,2200000,2.520470909090909
8916205184521116,1,1,87,F,RS001,J00,93.9,3,4,0,4069868,2024-11-04,2025-06-25,auto,500000,8.139736
8282712405092353,1,1,47,M,RS007,Z34.0,73.0,2,3,2,8747882,2025-03-31,2025-06-25,auto,800000,10.9348525
2402606470461297,1,0,57,M,RS009,N39.0,57.98,1,1,0,6430217,2024-12-30,2025-06-25,manual,2200000,2.9228259090909092
6234061294955484,1,1,73,F,RS009,R10.4,87.09,1,2,0,1479671,2024-12-03,2025-06-25,auto,1200000,1.2330591666666666
8916205184521116,1,1,87,F,RS001,J00,93.9,3,3,1,6395466,2024-08-12,2025-06-25,manual,500000,12.790932
4403011660353733,1,1,63,F,RS006,J18.9,93.94,3,1,1,4067508,2025-03-20,2025-06-25,manual,4200000,0.9684542857142857
4813161534313995,1,1,86,F,RS002,O80,72.0,1,2,3,3984495,2024-02-17,2025-06-25,auto,3500000,1.1384271428571429
0173984806822654,0,1,39,M,RS003,E66.9,99.28,1,1,1,6914584,2024-07-29,2025-06-25,manual,1000000,6.914584
1966130377363425,1,1,56,F,RS002,J00,93.9,1,4,2,7911852,2025-03-11,2025-06-25,auto,500000,15.823704
3499567306281678,0,1,66,F,RS002,M54.5,93.39,2,4,0,8501346,2025-01-20,2025-06-25,manual,1800000,4.72297
1106762168572706,1,1,75,M,RS010,J18.9,93.94,1,1,3,2340388,2024-06-10,2025-06-25,auto,4200000,0.5572352380952381
7768280343339046,1,0,85,F,RS006,O80,72.0,1,2,2,7906688,2024-03-19,2025-06-25,manual,3500000,2.2590537142857143
2854662884970022,1,0,32,F,RS007,I25.1,36.15,1,1,0,7073710,2025-06-23,2025-06-25,manual,5000000,1.414742
0445117992311393,1,0,89,M,RS010,K29.7,45.16,3,2,0,3725889,2024-11-30,2025-06-25,manual,1700000,2.1916994117647057
5411501721186147,1,1,17,M,RS009,A09,45.23,2,3,1,4078119,2025-05-21,2025-06-25,auto,1300000,3.1370146153846155
2777081140110349,0,1,32,M,RS009,O80,72.0,1,3,3,4271945,2025-03-25,2025-06-25,manual,3500000,1.2205557142857142
4581014690311437,0,0,88,F,RS008,M54.5,93.39,2,2,2,5132209,2025-02-27,2025-06-25,auto,1800000,2.851227222222222
7960552506623511,1,1,77,F,RS009,Z00.0,93.99,1,3,1,2148568,2025-05-14,2025-06-26,auto,700000,3.069382857142857
1130364344708384,1,0,22,F,RS005,K29.7,45.16,3,2,0,7948737,2024-12-10,2025-06-26,manual,1700000,4.675727647058824
0838203725807919,1,1,10,M,RS010,I10,99.04,2,2,3,3825626,2025-04-23,2025-06-26,manual,2000000,1.912813
5380818416306672,1,1,72,F,RS009,M54.5,93.39,3,4,0,9544584,2024-02-17,2025-06-26,manual,1800000,5.302546666666666
0609162315562941,0,1,7,M,RS003,K29.7,45.16,1,4,0,1805834,2025-01-04,2025-06-26,auto,1700000,1.062255294117647
5561134190346425,1,1,26,M,RS001,E11,99.10,2,4,4,9251469,2025-02-26,2025-06-26,manual,2500000,3.7005876
1304020365350044,1,1,59,F,RS005,K29.7,45.16,1,3,0,1252742,2024-12-13,2025-06-26,manual,1700000,0.7369070588235294
5561331914707570,1,1,74,F,RS002,R10.4,45.23,2,1,0,6678426,2024-12-04,2025-06-26,auto,1200000,5.565355
2373856542486538,0,1,57,M,RS009,I10,99.04,3,1,1,9773850,2025-05-12,2025-06-26,auto,2000000,4.886925
5704714485343054,1,1,70,F,RS002,Z34.0,73.0,3,4,1,5765882,2025-01-22,2025-06-26,auto,800000,7.2073525
0838203725807919,1,1,10,M,RS010,I10,99.04,1,1,2,7055758,2024-02-09,2025-06-26,manual,2000000,3.527879
6020143639213139,1,0,81,F,RS008,R10.4,87.09,1,4,0,5467596,2025-03-31,2025-06-26,auto,1200000,4.55633
1743353525294579,1,1,4,F,RS007,I10,99.04,2,1,3,6973459,2024-09-20,2025-06-26,auto,2000000,3.4867295
0321989755753476,1,1,16,M,RS002,O80,72.0,1,3,1,4287536,2024-10-04,2025-06-26,auto,3500000,1.2250102857142857
7960552506623511,1,1,77,F,RS009,Z00.0,93.99,2,2,0,4178711,2024-05-15,2025-06-26,auto,700000,5.969587142857143
9221730252048830,1,1,15,F,RS006,K21.0,45.16,2,1,3,7205761,2024-07-26,2025-06-26,manual,1400000,5.146972142857143
0080044372914030,1,1,60,M,RS002,Z03.8,93.91,3,1,0,6112441,2025-06-13,2025-06-26,auto,1200000,5.093700833333333
4773352549521454,0,1,52,M,RS009,R50.9,99.19,1,1,1,5367959,2024-10-12,2025-06-26,auto,1000000,5.367959
4773352549521454,0,1,52,M,RS009,Z34.0,73.0,1,2,2,2940127,2025-03-22,2025-06-26,manual,800000,3.67515875
4528213324267390,1,0,81,F,RS007,M54.5,93.39,2,4,1,2839535,2025-06-21,2025-06-26,auto,1800000,1.5775194444444445
5524124982632812,1,1,49,F,RS006,K29.7,45.16,2,3,1,1917424,2025-01-14,2025-06-26,auto,1700000,1.1278964705882353
2339245047006120,0,1,77,F,RS009,I10,99.04,3,2,6,5297169,2025-04-24,2025-06-26,manual,2000000,2.6485845
4755371297003609,1,0,26,M,RS007,Z00.0,93.99,1,3,0,2298893,2025-04-23,2025-06-27,manual,700000,3.284132857142857
0771642427613130,1,1,40,F,RS008,J18.9,96.04,3,2,0,5289637,2025-04-07,2025-06-27,manual,4200000,1.259437380952381
1674421329270506,1,1,40,M,RS005,E11,99.10,2,2,1,9816237,2024-09-21,2025-06-27,manual,2500000,3.9264948
2509494660329666,1,1,20,M,RS010,K21.0,45.16,2,1,0,1767231,2025-04-10,2025-06-27,manual,1400000,1.2623078571428572
9177255086043773,1,1,33,F,RS009,J45.9,93.96,3,4,1,8425178,2024-04-05,2025-06-27,manual,2300000,3.6631208695652173
5835183717155751,1,0,89,M,RS008,K21.0,45.16,2,1,0,476659,2025-06-09,2025-06-27,manual,1400000,0.3404707142857143
0806667093426876,1,1,65,F,RS006,K29.7,45.16,2,1,0,6173519,2025-03-15,2025-06-27,manual,1700000,3.631481764705882
7869313476679676,1,0,24,F,RS007,M54.5,93.39,2,4,0,6402024,2024-04-26,2025-06-27,manual,1800000,3.55668
5223021224632928,1,1,65,F,RS002,R50.9,99.19,1,1,0,7681728,2025-03-04,2025-06-27,manual,1000000,7.681728
9393823443913568,0,1,8,M,RS008,I25.1,99.24,1,4,3,8596513,2025-04-14,2025-06-27,auto,5000000,1.7193026
5552763190173433,1,1,2,M,RS008,R50.9,99.19,2,2,2,5264127,2024-01-11,2025-06-27,auto,1000000,5.264127
8747843473834454,0,0,83,M,RS001,K29.7,45.16,3,4,2,9625433,2024-11-14,2025-06-27,manual,1700000,5.662019411764706
8428382365331610,0,1,67,M,RS004,I10,99.04,1,2,2,7701270,2025-05-03,2025-06-27,auto,2000000,3.850635
6530098641902510,1,0,13,M,RS010,R50.9,99.19,3,4,1,8748326,2025-05-27,2025-06-27,auto,1000000,8.748326
1695286776041495,0,1,78,M,RS005,R50.9,99.19,2,2,2,1068674,2024-05-23,2025-06-27,manual,1000000,1.068674
1710127384618966,1,0,38,M,RS007,A09,45.23,3,4,0,3962090,2025-01-11,2025-06-27,manual,1300000,3.0477615384615384
5567647471165465,0,1,43,M,RS004,I25.1,36.15,3,1,2,5921982,2025-02-17,2025-06-27,manual,5000000,1.1843964
5585057886922438,0,1,67,F,RS001,J45.9,93.96,2,3,0,9927534,2025-02-28,2025-06-27,auto,2300000,4.316319130434783
7834441145195136,1,0,86,F,RS006,H25.9,13.1,1,1,0,4465903,2024-11-23,2025-06-27,manual,7500000,0.5954537333333333
6298405903376682,1,1,80,M,RS007,N39.0,57.98,3,4,2,4462548,2024-12-20,2025-06-28,manual,2200000,2.028430909090909
3686063535694953,1,0,2,M,RS002,N39.0,57.94,2,1,3,9304167,2025-05-03,2025-06-28,auto,2200000,4.2291668181818185
6742743580318968,0,1,69,F,RS001,A09,45.23,3,4,0,3444919,2025-02-13,2025-06-28,manual,1300000,2.6499376923076925
4361228077688362,1,1,72,M,RS001,H25.9,13.1,3,3,0,5546259,2025-03-17,2025-06-28,manual,7500000,0.7395012
2324871730607097,1,0,71,F,RS008,N39.0,57.94,1,4,0,6226842,2025-01-08,2025-06-28,auto,2200000,2.830382727272727
6862512011531669,0,1,66,M,RS008,Z00.0,93.99,3,2,0,1490643,2024-11-04,2025-06-28,manual,700000,2.12949
8379560347638061,1,1,4,M,RS006,H25.9,13.1,3,4,0,4041248,2025-05-26,2025-06-28,auto,7500000,0.5388330666666666
9868037317108449,1,1,15,F,RS004,K29.7,45.16,3,1,1,4273996,2025-04-07,2025-06-28,manual,1700000,2.514115294117647
6565386733207819,1,1,11,F,RS003,I25.1,99.24,2,4,1,6296364,2025-01-18,2025-06-28,auto,5000000,1.2592728
0567665094814298,1,1,54,M,RS009,R10.4,45.23,1,3,0,2256111,2024-11-23,2025-06-28,auto,1200000,1.8800925
1587085691611019,1,1,27,F,RS006,I10,99.04,3,1,3,5562878,2024-07-09,2025-06-28,manual,2000000,2.781439
4479698720698979,1,1,13,F,RS004,J45.9,93.96,1,4,1,8456240,2024-07-04,2025-06-28,auto,2300000,3.6766260869565217
6823981214154266,1,0,41,M,RS008,M54.5,93.39,3,4,0,2056408,2024-07-18,2025-06-28,auto,1800000,1.1424488888888888
2339245047006120,0,1,77,F,RS009,I25.1,99.24,3,3,3,4853906,2025-04-25,2025-06-28,auto,5000000,0.9707812
4180101645269836,0,1,16,F,RS008,Z03.8,93.91,2,2,0,8401564,2024-02-13,2025-06-28,manual,1200000,7.001303333333333
2320200927976298,0,0,40,F,RS006,H25.9,13.5,2,2,0,7546179,2024-09-24,2025-06-28,manual,7500000,1.0061572
7485901312352468,1,1,88,M,RS008,M54.5,93.39,1,3,0,9089156,2024-03-14,2025-06-28,manual,1800000,5.049531111111111
7918959926855964,0,1,35,F,RS010,Z34.0,73.0,3,3,3,5248917,2025-05-20,2025-06-28,manual,800000,6.56114625
2509494660329666,1,1,20,M,RS010,K21.0,45.16,3,4,0,2654962,2025-04-16,2025-06-28,auto,1400000,1.8964014285714286
9134199857726285,0,1,13,M,RS001,Z03.8,93.91,1,3,0,7820404,2025-06-16,2025-06-28,auto,1200000,6.517003333333333
1588650155015392,1,1,45,M,RS004,R10.4,45.23,1,2,0,6571548,2025-05-16,2025-06-30,manual,1200000,5.47629
3378840933975669,0,0,88,M,RS002,A09,45.23,3,1,0,7104161,2024-11-27,2025-06-30,auto,1300000,5.464739230769231
7341606424959871,0,1,70,M,RS005,J00,93.9,3,1,3,8087129,2024-09-06,2025-06-30,manual,500000,16.174258
3793726523782804,1,1,21,M,RS009,K21.0,45.16,2,4,0,2352532,2024-12-23,2025-06-30,manual,1400000,1.68038
9119116016455001,1,0,40,F,RS004,N39.0,57.94,2,4,1,5829485,2024-12-14,2025-06-30,manual,2200000,2.649765909090909
4989988882592368,1,0,7,F,RS002,Z34.0,73.0,2,3,2,1416445,2025-01-24,2025-06-30,manual,800000,1.77055625
1393356349247128,1,1,66,F,RS005,M54.5,93.39,3,2,1,449907,2024-07-04,2025-06-30,auto,1800000,0.24994833333333333
5268194515341869,1,1,37,M,RS001,J18.9,96.04,1,4,1,3551242,2025-06-06,2025-06-30,manual,4200000,0.8455338095238095
2034645000005257,1,1,50,F,RS007,J18.9,93.94,2,4,1,9435206,2024-03-23,2025-06-30,auto,4200000,2.246477619047619
9936675200751207,0,1,84,M,RS003,K29.7,45.16,3,2,0,3977534,2025-02-27,2025-06-30,manual,1700000,2.339725882352941
6972176147787868,0,0,4,F,RS008,J45.9,93.96,1,3,0,7827321,2025-05-07,2025-06-30,auto,2300000,3.403183043478261
3429499705984665,1,1,35,F,RS004,E11,99.10,2,3,2,1881230,2024-01-18,2025-06-30,manual,2500000,0.752492
0576463818313773,1,1,37,F,RS007,K21.0,45.16,2,4,1,7875079,2025-03-08,2025-06-30,auto,1400000,5.625056428571429
2995696536115960,1,0,15,M,RS005,Z03.8,93.91,3,4,0,6953905,2024-03-19,2025-06-30,manual,1200000,5.794920833333333
7775453601718401,1,0,19,M,RS006,Z34.0,73.0,3,4,4,3183617,2025-06-18,2025-06-30,auto,800000,3.97952125
7364736033287509,1,0,9,F,RS004,J00,93.9,3,2,1,3386670,2025-02-14,2025-06-30,manual,500000,6.77334
3228700039124679,1,1,72,F,RS003,R10.4,45.23,2,2,0,1469208,2024-01-19,2025-06-30,manual,1200000,1.22434
5694644999777557,1,1,2,F,RS004,A09,45.23,2,4,1,5352497,2025-05-30,2025-06-30,auto,1300000,4.117305384615385
5238975004133386,1,1,33,F,RS004,H25.9,13.1,2,3,1,9425537,2024-06-04,2025-06-30,auto,7500000,1.2567382666666667
6321337633047226,1,1,60,M,RS007,K29.7,45.16,2,4,0,2582303,2024-06-08,2025-07-01,manual,1700000,1.5190017647058824
6675251271069761,0,1,30,M,RS004,J00,93.9,3,1,3,3606889,2024-06-12,2025-07-01,auto,500000,7.213778
6410016264897675,1,1,15,F,RS006,E66.9,99.28,3,3,2,5105516,2024-11-07,2025-07-01,manual,1000000,5.105516
7121054973544890,0,1,35,M,RS004,R10.4,87.09,1,2,0,2679801,2025-01-01,2025-07-01,manual,1200000,2.2331675
8809201840936143,1,1,73,M,RS004,I25.1,99.24,3,4,5,9222671,2025-01-27,2025-07-01,auto,5000000,1.8445342
9922832200918599,1,1,29,F,RS009,E66.9,99.28,3,1,4,5259065,2025-03-31,2025-07-01,auto,1000000,5.259065
5378585533521299,1,0,25,M,RS006,E11,99.10,2,4,2,8148602,2024-11-02,2025-07-01,manual,2500000,3.2594408
1798148529728394,1,1,61,F,RS006,K29.7,45.16,2,1,0,4776796,2025-01-23,2025-07-01,manual,1700000,2.80988
8809201840936143,1,1,73,M,RS004,I25.1,99.24,3,1,1,9070614,2024-12-02,2025-07-01,auto,5000000,1.8141228
4483375280113427,1,0,87,M,RS008,Z34.0,73.0,3,2,2,2331956,2024-12-30,2025-07-01,auto,800000,2.914945
4642203147239080,1,1,65,M,RS005,E66.9,99.28,2,4,1,4567504,2024-04-18,2025-07-01,auto,1000000,4.567504
2006740652609049,1,1,89,F,RS004,K29.7,45.16,1,1,0,8442109,2025-03-10,2025-07-01,manual,1700000,4.965946470588236
6861752153046166,1,1,56,M,RS002,J00,93.9,3,1,0,3850725,2024-07-26,2025-07-01,manual,500000,7.70145
8434095265576607,0,1,44,M,RS006,M54.5,93.39,3,2,0,7775273,2024-05-15,2025-07-01,auto,1800000,4.319596111111111
6738251208699809,1,0,78,M,RS009,K21.0,45.16,1,4,0,7499912,2024-01-10,2025-07-01,auto,1400000,5.35708
8877684967139127,1,1,70,M,RS005,K29.7,45.16,3,3,0,6736421,2024-05-08,2025-07-01,manual,1700000,3.962600588235294
5070720846199445,1,1,71,M,RS006,I25.1,36.15,3,3,3,4273100,2025-04-22,2025-07-01,auto,5000000,0.85462
8018956407690134,1,0,4,F,RS010,R10.4,45.23,3,1,0,6868580,2025-05-05,2025-07-01,manual,1200000,5.723816666666667
7554000018774508,0,1,40,M,RS004,Z00.0,93.99,1,2,0,8699946,2024-04-29,2025-07-01,manual,700000,12.428494285714285
6151670937396524,1,1,77,M,RS004,Z00.0,93.99,1,4,0,8406392,2025-02-19,2025-07-01,auto,700000,12.009131428571429
1848999200007838,0,1,44,M,RS010,N39.0,57.94,3,2,1,5922473,2024-06-03,2025-07-01,manual,2200000,2.6920331818181817
8565032210064819,1,1,36,F,RS005,M54.5,93.39,3,4,0,5908692,2025-06-17,2025-07-01,manual,1800000,3.2826066666666667
5791777114261611,1,0,90,F,RS003,A09,45.23,2,1,0,6867062,2025-03-15,2025-07-02,manual,1300000,5.282355384615385
9924102417031956,1,1,33,F,RS008,J45.9,93.96,3,3,1,8399714,2024-08-24,2025-07-02,auto,2300000,3.6520495652173914
0049974084799674,1,0,30,F,RS007,H25.9,13.1,1,4,0,9175350,2025-03-15,2025-07-02,manual,7500000,1.22338
1361776136193140,1,1,44,M,RS004,Z00.0,93.99,2,3,0,1972479,2024-05-10,2025-07-02,auto,700000,2.817827142857143
2509494660329666,1,1,20,M,RS010,K21.0,45.16,2,2,0,6774693,2024-11-01,2025-07-02,manual,1400000,4.839066428571429
